Portfolio,Geography,Category,Brand,Segment,Sales,Margin,Trend,Contribution,Min_Trend,Max_Trend,Min_Contribution,Max_Contribution
Personal Care,Africa,Hair,MAC,Toner,159847,0.15,-0.02,0.23,-0.04,0.0,0.18,0.28
Personal Care,Africa,Makeup,MAC,Mascara,254451,0.18,0.03,0.11,0.009999999999999998,0.05,0.06,0.16
Beauty,Asia,Skincare,MAC,Lipstick,251659,0.42,0.01,0.19,-0.01,0.03,0.14,0.24
Personal Care,South America,Fragrance,L'Oreal,Body Lotion,124069,0.37,0.2,0.22,0.18000000000000002,0.22,0.16999999999999998,0.27
Beauty,Europe,Body,Kaybeauty,Shampoo,409687,0.33,-0.03,0.29,-0.05,-0.009999999999999998,0.24,0.33999999999999997
Beauty,North America,Body,L'Oreal,Hair Spray,174982,0.4,0.04,0.22,0.02,0.06,0.16999999999999998,0.27
Luxury,Africa,Makeup,Kaybeauty,Bronzer,79301,0.5,0.18,0.18,0.16,0.19999999999999998,0.13,0.22999999999999998
Beauty,Africa,Makeup,L'Oreal,Perfume,106273,0.42,0.17,0.2,0.15000000000000002,0.19,0.15000000000000002,0.25
Personal Care,Asia,Body,MAC,Shampoo,169264,0.19,0.04,0.15,0.02,0.06,0.09999999999999999,0.2
Personal Care,Europe,Hair,MAC,Mascara,498330,0.43,0.02,0.29,0.0,0.04,0.24,0.33999999999999997
Personal Care,Europe,Fragrance,Kaybeauty,Perfume,252043,0.44,0.0,0.28,-0.02,0.02,0.23000000000000004,0.33
Personal Care,South America,Skincare,Kaybeauty,Bronzer,95033,0.45,0.15,0.25,0.13,0.16999999999999998,0.2,0.3
Personal Care,North America,Skincare,Kaybeauty,Lipstick,499370,0.38,0.04,0.29,0.02,0.06,0.24,0.33999999999999997
Personal Care,North America,Body,MAC,Perfume,79984,0.47,0.07,0.2,0.05,0.09000000000000001,0.15000000000000002,0.25
Personal Care,Africa,Makeup,Kaybeauty,Foundation,494328,0.43,0.12,0.08,0.09999999999999999,0.13999999999999999,0.03,0.13
Beauty,South America,Makeup,MAC,Shampoo,90108,0.32,0.19,0.16,0.17,0.21,0.11,0.21000000000000002
Beauty,Asia,Body,MAC,Perfume,429551,0.19,0.1,0.21,0.08,0.12000000000000001,0.15999999999999998,0.26
Luxury,Europe,Skincare,Kaybeauty,Lipstick,409177,0.18,0.07,0.24,0.05,0.09000000000000001,0.19,0.29
Luxury,North America,Fragrance,MAC,Foundation,242660,0.15,0.03,0.08,0.009999999999999998,0.05,0.03,0.13
Beauty,Asia,Makeup,Kaybeauty,Bronzer,73312,0.19,0.01,0.09,-0.01,0.03,0.039999999999999994,0.14
Personal Care,South America,Skincare,Kaybeauty,Foundation,408918,0.31,0.07,0.09,0.05,0.09000000000000001,0.039999999999999994,0.14
Beauty,Africa,Body,L'Oreal,Conditioner,166981,0.42,0.1,0.22,0.08,0.12000000000000001,0.16999999999999998,0.27
Luxury,Africa,Hair,MAC,Conditioner,371497,0.2,0.19,0.25,0.17,0.21,0.2,0.3
Beauty,Asia,Hair,Kaybeauty,Mascara,453850,0.28,0.16,0.07,0.14,0.18,0.020000000000000004,0.12000000000000001
Personal Care,Asia,Body,L'Oreal,Bronzer,122930,0.25,0.05,0.16,0.030000000000000002,0.07,0.11,0.21000000000000002
Beauty,South America,Skincare,MAC,Hair Spray,474127,0.41,0.03,0.22,0.009999999999999998,0.05,0.16999999999999998,0.27
Beauty,North America,Body,L'Oreal,Body Lotion,78671,0.46,0.07,0.21,0.05,0.09000000000000001,0.15999999999999998,0.26
Personal Care,Europe,Hair,Kaybeauty,Mascara,57099,0.28,0.17,0.08,0.15000000000000002,0.19,0.03,0.13
Beauty,Africa,Skincare,MAC,Toner,113530,0.36,0.15,0.08,0.13,0.16999999999999998,0.03,0.13
Beauty,Africa,Makeup,MAC,Bronzer,488073,0.28,0.2,0.29,0.18000000000000002,0.22,0.24,0.33999999999999997
Luxury,Europe,Makeup,Kaybeauty,Body Lotion,79956,0.32,0.16,0.07,0.14,0.18,0.020000000000000004,0.12000000000000001
Personal Care,Asia,Hair,Kaybeauty,Bronzer,299599,0.19,0.19,0.22,0.17,0.21,0.16999999999999998,0.27
Luxury,North America,Makeup,L'Oreal,Shampoo,469405,0.13,0.19,0.17,0.17,0.21,0.12000000000000001,0.22000000000000003
Luxury,South America,Body,MAC,Shampoo,468443,0.29,-0.02,0.17,-0.04,0.0,0.12000000000000001,0.22000000000000003
Luxury,Asia,Body,Kaybeauty,Body Lotion,95838,0.14,0.1,0.07,0.08,0.12000000000000001,0.020000000000000004,0.12000000000000001
Luxury,Asia,Body,MAC,Lipstick,405093,0.21,0.18,0.22,0.16,0.19999999999999998,0.16999999999999998,0.27
Luxury,North America,Skincare,Kaybeauty,Body Lotion,174447,0.23,0.17,0.11,0.15000000000000002,0.19,0.06,0.16
Luxury,South America,Skincare,MAC,Conditioner,65997,0.44,0.13,0.24,0.11,0.15,0.19,0.29
Luxury,Europe,Hair,L'Oreal,Lipstick,194129,0.15,0.13,0.25,0.11,0.15,0.2,0.3
Luxury,Europe,Makeup,MAC,Perfume,53754,0.4,0.14,0.2,0.12000000000000001,0.16,0.15000000000000002,0.25
Personal Care,Europe,Skincare,L'Oreal,Toner,154555,0.35,0.14,0.09,0.12000000000000001,0.16,0.039999999999999994,0.14
Personal Care,South America,Hair,MAC,Foundation,350931,0.14,0.05,0.25,0.030000000000000002,0.07,0.2,0.3
Luxury,North America,Body,MAC,Toner,206570,0.38,0.04,0.18,0.02,0.06,0.13,0.22999999999999998
Personal Care,South America,Body,L'Oreal,Perfume,216923,0.4,0.0,0.29,-0.02,0.02,0.24,0.33999999999999997
Beauty,Asia,Fragrance,Kaybeauty,Toner,497557,0.45,0.2,0.14,0.18000000000000002,0.22,0.09000000000000001,0.19
Beauty,Asia,Makeup,L'Oreal,Bronzer,247621,0.34,0.05,0.15,0.030000000000000002,0.07,0.09999999999999999,0.2
Luxury,Africa,Body,L'Oreal,Shampoo,242699,0.42,-0.03,0.2,-0.05,-0.009999999999999998,0.15000000000000002,0.25
Beauty,Europe,Skincare,L'Oreal,Toner,318787,0.32,0.1,0.22,0.08,0.12000000000000001,0.16999999999999998,0.27
Personal Care,Europe,Makeup,Kaybeauty,Mascara,118926,0.13,-0.04,0.13,-0.06,-0.02,0.08,0.18
Personal Care,South America,Skincare,Kaybeauty,Shampoo,295439,0.31,0.04,0.08,0.02,0.06,0.03,0.13
Beauty,North America,Body,Kaybeauty,Shampoo,231360,0.34,0.13,0.3,0.11,0.15,0.25,0.35
Personal Care,Africa,Hair,MAC,Perfume,346195,0.3,-0.01,0.22,-0.03,0.01,0.16999999999999998,0.27
Luxury,Asia,Fragrance,Kaybeauty,Hair Spray,53471,0.18,0.09,0.29,0.06999999999999999,0.11,0.24,0.33999999999999997
Luxury,Africa,Fragrance,MAC,Perfume,216597,0.31,0.02,0.29,0.0,0.04,0.24,0.33999999999999997
Personal Care,Europe,Body,Kaybeauty,Conditioner,112812,0.28,0.07,0.16,0.05,0.09000000000000001,0.11,0.21000000000000002
Beauty,Asia,Body,L'Oreal,Toner,499830,0.3,0.06,0.23,0.039999999999999994,0.08,0.18,0.28
Personal Care,North America,Makeup,MAC,Shampoo,457191,0.29,-0.05,0.12,-0.07,-0.030000000000000002,0.06999999999999999,0.16999999999999998
Personal Care,Asia,Fragrance,Kaybeauty,Bronzer,493273,0.21,0.14,0.16,0.12000000000000001,0.16,0.11,0.21000000000000002
Beauty,Asia,Hair,MAC,Shampoo,240135,0.12,0.1,0.19,0.08,0.12000000000000001,0.14,0.24
Beauty,Asia,Body,MAC,Toner,277966,0.19,0.13,0.19,0.11,0.15,0.14,0.24
Luxury,Africa,Body,L'Oreal,Bronzer,161487,0.35,0.07,0.29,0.05,0.09000000000000001,0.24,0.33999999999999997
Beauty,Europe,Body,MAC,Bronzer,76928,0.29,0.19,0.2,0.17,0.21,0.15000000000000002,0.25
Beauty,Africa,Hair,MAC,Lipstick,210372,0.19,0.01,0.26,-0.01,0.03,0.21000000000000002,0.31
Luxury,North America,Hair,MAC,Lipstick,252779,0.39,-0.03,0.23,-0.05,-0.009999999999999998,0.18,0.28
Beauty,South America,Body,MAC,Body Lotion,63140,0.16,0.12,0.1,0.09999999999999999,0.13999999999999999,0.05,0.15000000000000002
Personal Care,South America,Fragrance,MAC,Toner,143269,0.22,0.15,0.08,0.13,0.16999999999999998,0.03,0.13
Luxury,South America,Fragrance,Kaybeauty,Mascara,349967,0.24,0.17,0.19,0.15000000000000002,0.19,0.14,0.24
Personal Care,Asia,Skincare,Kaybeauty,Perfume,458155,0.2,0.19,0.19,0.17,0.21,0.14,0.24
Personal Care,North America,Body,MAC,Bronzer,325709,0.24,0.02,0.15,0.0,0.04,0.09999999999999999,0.2
Luxury,Asia,Hair,Kaybeauty,Lipstick,153850,0.41,0.19,0.1,0.17,0.21,0.05,0.15000000000000002
Personal Care,Asia,Makeup,MAC,Shampoo,369972,0.35,0.15,0.15,0.13,0.16999999999999998,0.09999999999999999,0.2
Personal Care,South America,Body,L'Oreal,Lipstick,349855,0.44,0.18,0.12,0.16,0.19999999999999998,0.06999999999999999,0.16999999999999998
Personal Care,North America,Makeup,MAC,Toner,139087,0.25,0.13,0.26,0.11,0.15,0.21000000000000002,0.31
Beauty,Asia,Fragrance,MAC,Toner,417631,0.5,0.07,0.08,0.05,0.09000000000000001,0.03,0.13
Personal Care,Africa,Body,L'Oreal,Body Lotion,76170,0.16,-0.05,0.19,-0.07,-0.030000000000000002,0.14,0.24
Beauty,Asia,Hair,L'Oreal,Body Lotion,311501,0.25,0.19,0.13,0.17,0.21,0.08,0.18
Beauty,Asia,Body,L'Oreal,Foundation,311691,0.23,0.07,0.26,0.05,0.09000000000000001,0.21000000000000002,0.31
Beauty,Africa,Body,L'Oreal,Foundation,312731,0.23,-0.01,0.23,-0.03,0.01,0.18,0.28
Personal Care,North America,Skincare,Kaybeauty,Shampoo,421233,0.24,0.06,0.24,0.039999999999999994,0.08,0.19,0.29
Beauty,North America,Skincare,Kaybeauty,Foundation,239139,0.4,-0.02,0.13,-0.04,0.0,0.08,0.18
Luxury,North America,Makeup,MAC,Bronzer,217670,0.21,0.11,0.22,0.09,0.13,0.16999999999999998,0.27
Beauty,Africa,Fragrance,MAC,Conditioner,493316,0.36,0.18,0.27,0.16,0.19999999999999998,0.22000000000000003,0.32
Luxury,North America,Fragrance,MAC,Lipstick,100290,0.46,0.12,0.19,0.09999999999999999,0.13999999999999999,0.14,0.24
Luxury,South America,Makeup,MAC,Bronzer,327181,0.25,0.19,0.08,0.17,0.21,0.03,0.13
Beauty,North America,Body,L'Oreal,Toner,103909,0.44,0.02,0.28,0.0,0.04,0.23000000000000004,0.33
Personal Care,Europe,Hair,MAC,Toner,78365,0.39,0.03,0.26,0.009999999999999998,0.05,0.21000000000000002,0.31
Luxury,Asia,Skincare,MAC,Shampoo,474871,0.21,-0.04,0.19,-0.06,-0.02,0.14,0.24
Beauty,Europe,Skincare,Kaybeauty,Hair Spray,142493,0.4,-0.04,0.28,-0.06,-0.02,0.23000000000000004,0.33
Personal Care,North America,Skincare,L'Oreal,Perfume,439032,0.5,0.11,0.18,0.09,0.13,0.13,0.22999999999999998
Personal Care,North America,Makeup,Kaybeauty,Lipstick,408142,0.36,0.01,0.11,-0.01,0.03,0.06,0.16
Beauty,Africa,Skincare,MAC,Hair Spray,96403,0.45,-0.03,0.29,-0.05,-0.009999999999999998,0.24,0.33999999999999997
Beauty,Asia,Makeup,L'Oreal,Hair Spray,338793,0.17,-0.01,0.29,-0.03,0.01,0.24,0.33999999999999997
Personal Care,Asia,Hair,MAC,Foundation,78803,0.37,-0.02,0.11,-0.04,0.0,0.06,0.16
Beauty,Europe,Makeup,L'Oreal,Bronzer,329713,0.29,0.2,0.12,0.18000000000000002,0.22,0.06999999999999999,0.16999999999999998
Personal Care,North America,Body,MAC,Perfume,185450,0.16,0.02,0.29,0.0,0.04,0.24,0.33999999999999997
Beauty,Africa,Hair,Kaybeauty,Bronzer,123869,0.34,0.02,0.1,0.0,0.04,0.05,0.15000000000000002
Beauty,Africa,Hair,L'Oreal,Mascara,370701,0.43,0.16,0.12,0.14,0.18,0.06999999999999999,0.16999999999999998
Luxury,Africa,Skincare,MAC,Body Lotion,186554,0.12,0.02,0.25,0.0,0.04,0.2,0.3
Beauty,North America,Hair,MAC,Foundation,487818,0.3,0.17,0.17,0.15000000000000002,0.19,0.12000000000000001,0.22000000000000003
Luxury,Europe,Fragrance,MAC,Mascara,487415,0.27,0.05,0.28,0.030000000000000002,0.07,0.23000000000000004,0.33
Beauty,Africa,Makeup,MAC,Mascara,307324,0.39,0.19,0.23,0.17,0.21,0.18,0.28
Beauty,Europe,Skincare,Kaybeauty,Toner,184832,0.34,0.12,0.08,0.09999999999999999,0.13999999999999999,0.03,0.13
Personal Care,North America,Makeup,L'Oreal,Conditioner,279010,0.34,0.09,0.28,0.06999999999999999,0.11,0.23000000000000004,0.33
Personal Care,Europe,Hair,Kaybeauty,Lipstick,479852,0.37,0.04,0.2,0.02,0.06,0.15000000000000002,0.25
Personal Care,South America,Fragrance,L'Oreal,Hair Spray,155848,0.16,-0.01,0.21,-0.03,0.01,0.15999999999999998,0.26
Beauty,South America,Skincare,L'Oreal,Foundation,187103,0.5,0.16,0.22,0.14,0.18,0.16999999999999998,0.27
Luxury,Europe,Hair,Kaybeauty,Body Lotion,481460,0.15,0.09,0.14,0.06999999999999999,0.11,0.09000000000000001,0.19
Luxury,North America,Makeup,MAC,Perfume,198586,0.27,0.12,0.12,0.09999999999999999,0.13999999999999999,0.06999999999999999,0.16999999999999998
Beauty,South America,Makeup,L'Oreal,Foundation,265234,0.44,0.18,0.16,0.16,0.19999999999999998,0.11,0.21000000000000002
Luxury,South America,Fragrance,MAC,Perfume,133555,0.26,0.08,0.18,0.06,0.1,0.13,0.22999999999999998
Beauty,Asia,Skincare,MAC,Mascara,225251,0.24,0.08,0.14,0.06,0.1,0.09000000000000001,0.19
Luxury,Europe,Fragrance,L'Oreal,Mascara,323264,0.37,0.1,0.14,0.08,0.12000000000000001,0.09000000000000001,0.19
Personal Care,North America,Makeup,MAC,Lipstick,450285,0.11,0.08,0.29,0.06,0.1,0.24,0.33999999999999997
Personal Care,Europe,Fragrance,Kaybeauty,Body Lotion,258434,0.11,0.14,0.16,0.12000000000000001,0.16,0.11,0.21000000000000002
Personal Care,South America,Skincare,L'Oreal,Conditioner,254923,0.23,0.17,0.2,0.15000000000000002,0.19,0.15000000000000002,0.25
Beauty,North America,Skincare,MAC,Shampoo,281312,0.25,0.04,0.19,0.02,0.06,0.14,0.24
Beauty,North America,Hair,MAC,Lipstick,58556,0.4,0.16,0.16,0.14,0.18,0.11,0.21000000000000002
Personal Care,South America,Skincare,Kaybeauty,Body Lotion,180544,0.3,0.12,0.11,0.09999999999999999,0.13999999999999999,0.06,0.16
Luxury,Asia,Fragrance,MAC,Bronzer,393676,0.28,0.11,0.17,0.09,0.13,0.12000000000000001,0.22000000000000003
Luxury,Africa,Hair,Kaybeauty,Lipstick,124965,0.33,0.11,0.1,0.09,0.13,0.05,0.15000000000000002
Beauty,Asia,Skincare,MAC,Conditioner,289779,0.46,-0.02,0.2,-0.04,0.0,0.15000000000000002,0.25
Personal Care,Europe,Skincare,Kaybeauty,Perfume,209380,0.4,0.09,0.06,0.06999999999999999,0.11,0.009999999999999995,0.11
Beauty,South America,Makeup,L'Oreal,Mascara,116418,0.29,0.2,0.17,0.18000000000000002,0.22,0.12000000000000001,0.22000000000000003
Personal Care,South America,Makeup,L'Oreal,Mascara,434957,0.4,0.05,0.18,0.030000000000000002,0.07,0.13,0.22999999999999998
Beauty,Europe,Body,MAC,Foundation,236292,0.49,0.05,0.26,0.030000000000000002,0.07,0.21000000000000002,0.31
Luxury,Asia,Skincare,Kaybeauty,Hair Spray,150167,0.44,0.06,0.26,0.039999999999999994,0.08,0.21000000000000002,0.31
Luxury,Europe,Fragrance,MAC,Toner,364063,0.41,0.18,0.06,0.16,0.19999999999999998,0.009999999999999995,0.11
Luxury,South America,Body,L'Oreal,Conditioner,363295,0.43,0.03,0.23,0.009999999999999998,0.05,0.18,0.28
Personal Care,North America,Fragrance,Kaybeauty,Lipstick,322647,0.5,-0.03,0.05,-0.05,-0.009999999999999998,0.0,0.1
Luxury,North America,Makeup,MAC,Conditioner,306910,0.16,0.14,0.24,0.12000000000000001,0.16,0.19,0.29
Beauty,North America,Makeup,Kaybeauty,Lipstick,196110,0.14,0.07,0.07,0.05,0.09000000000000001,0.020000000000000004,0.12000000000000001
Personal Care,Europe,Fragrance,Kaybeauty,Lipstick,209292,0.14,0.17,0.22,0.15000000000000002,0.19,0.16999999999999998,0.27
Beauty,South America,Body,L'Oreal,Lipstick,161041,0.38,0.12,0.1,0.09999999999999999,0.13999999999999999,0.05,0.15000000000000002
Personal Care,Europe,Fragrance,L'Oreal,Toner,340598,0.19,0.11,0.29,0.09,0.13,0.24,0.33999999999999997
Beauty,Europe,Skincare,Kaybeauty,Hair Spray,436328,0.15,0.17,0.18,0.15000000000000002,0.19,0.13,0.22999999999999998
Personal Care,South America,Body,L'Oreal,Shampoo,75235,0.37,0.01,0.23,-0.01,0.03,0.18,0.28
Beauty,Asia,Skincare,Kaybeauty,Toner,368215,0.21,0.07,0.12,0.05,0.09000000000000001,0.06999999999999999,0.16999999999999998
Personal Care,South America,Fragrance,MAC,Mascara,401822,0.14,-0.0,0.25,-0.02,0.02,0.2,0.3
Personal Care,North America,Body,MAC,Perfume,130811,0.4,0.03,0.08,0.009999999999999998,0.05,0.03,0.13
Beauty,Europe,Fragrance,MAC,Lipstick,186643,0.42,0.17,0.16,0.15000000000000002,0.19,0.11,0.21000000000000002
Beauty,Asia,Fragrance,MAC,Mascara,82441,0.12,0.09,0.28,0.06999999999999999,0.11,0.23000000000000004,0.33
Beauty,South America,Skincare,MAC,Conditioner,271035,0.15,0.12,0.29,0.09999999999999999,0.13999999999999999,0.24,0.33999999999999997
Beauty,Africa,Makeup,Kaybeauty,Foundation,378996,0.12,0.04,0.29,0.02,0.06,0.24,0.33999999999999997
Beauty,Europe,Body,L'Oreal,Foundation,317499,0.1,0.16,0.1,0.14,0.18,0.05,0.15000000000000002
Beauty,Africa,Makeup,Kaybeauty,Lipstick,393567,0.25,0.17,0.23,0.15000000000000002,0.19,0.18,0.28
Personal Care,North America,Makeup,MAC,Toner,419836,0.11,0.05,0.28,0.030000000000000002,0.07,0.23000000000000004,0.33
Personal Care,Europe,Makeup,L'Oreal,Conditioner,329067,0.39,-0.0,0.27,-0.02,0.02,0.22000000000000003,0.32
Luxury,Europe,Skincare,MAC,Mascara,316357,0.41,0.09,0.07,0.06999999999999999,0.11,0.020000000000000004,0.12000000000000001
Personal Care,Africa,Skincare,L'Oreal,Bronzer,86609,0.11,-0.02,0.15,-0.04,0.0,0.09999999999999999,0.2
Beauty,Europe,Hair,L'Oreal,Shampoo,205159,0.39,0.17,0.06,0.15000000000000002,0.19,0.009999999999999995,0.11
Personal Care,North America,Makeup,Kaybeauty,Mascara,289719,0.15,0.16,0.19,0.14,0.18,0.14,0.24
Personal Care,Europe,Hair,L'Oreal,Conditioner,393173,0.27,0.03,0.14,0.009999999999999998,0.05,0.09000000000000001,0.19
Luxury,South America,Makeup,MAC,Conditioner,464179,0.32,0.17,0.22,0.15000000000000002,0.19,0.16999999999999998,0.27
Luxury,North America,Hair,MAC,Perfume,304595,0.46,0.13,0.28,0.11,0.15,0.23000000000000004,0.33
Personal Care,Asia,Skincare,Kaybeauty,Toner,99067,0.12,0.19,0.29,0.17,0.21,0.24,0.33999999999999997
Beauty,Asia,Body,Kaybeauty,Perfume,394296,0.18,0.13,0.2,0.11,0.15,0.15000000000000002,0.25
Beauty,South America,Hair,L'Oreal,Foundation,419100,0.42,0.11,0.15,0.09,0.13,0.09999999999999999,0.2
Luxury,Europe,Hair,MAC,Shampoo,307125,0.22,0.07,0.27,0.05,0.09000000000000001,0.22000000000000003,0.32
Beauty,South America,Body,MAC,Lipstick,174932,0.3,0.01,0.06,-0.01,0.03,0.009999999999999995,0.11
Beauty,South America,Fragrance,L'Oreal,Body Lotion,285796,0.48,0.11,0.28,0.09,0.13,0.23000000000000004,0.33
Personal Care,South America,Body,L'Oreal,Foundation,481069,0.45,0.07,0.27,0.05,0.09000000000000001,0.22000000000000003,0.32
Beauty,North America,Fragrance,MAC,Lipstick,158042,0.26,0.11,0.08,0.09,0.13,0.03,0.13
Luxury,Asia,Fragrance,L'Oreal,Hair Spray,55451,0.2,0.06,0.2,0.039999999999999994,0.08,0.15000000000000002,0.25
Luxury,South America,Body,L'Oreal,Shampoo,247227,0.42,0.18,0.29,0.16,0.19999999999999998,0.24,0.33999999999999997
Luxury,Europe,Skincare,L'Oreal,Lipstick,451927,0.16,0.07,0.23,0.05,0.09000000000000001,0.18,0.28
Luxury,North America,Fragrance,Kaybeauty,Mascara,488458,0.48,0.14,0.26,0.12000000000000001,0.16,0.21000000000000002,0.31
Beauty,Africa,Body,MAC,Body Lotion,331854,0.35,0.01,0.13,-0.01,0.03,0.08,0.18
Personal Care,Europe,Skincare,Kaybeauty,Hair Spray,283820,0.29,0.12,0.08,0.09999999999999999,0.13999999999999999,0.03,0.13
Beauty,Europe,Body,Kaybeauty,Mascara,157096,0.4,0.04,0.15,0.02,0.06,0.09999999999999999,0.2
Beauty,Europe,Fragrance,MAC,Toner,463274,0.21,0.11,0.3,0.09,0.13,0.25,0.35
Beauty,Asia,Skincare,Kaybeauty,Lipstick,113811,0.44,0.18,0.27,0.16,0.19999999999999998,0.22000000000000003,0.32
Luxury,South America,Fragrance,Kaybeauty,Hair Spray,293588,0.11,-0.01,0.27,-0.03,0.01,0.22000000000000003,0.32
Beauty,North America,Skincare,MAC,Bronzer,96002,0.27,0.03,0.26,0.009999999999999998,0.05,0.21000000000000002,0.31
Beauty,Asia,Body,MAC,Conditioner,251165,0.41,0.07,0.17,0.05,0.09000000000000001,0.12000000000000001,0.22000000000000003
Beauty,Africa,Hair,Kaybeauty,Toner,457085,0.18,-0.03,0.07,-0.05,-0.009999999999999998,0.020000000000000004,0.12000000000000001
Luxury,Europe,Skincare,MAC,Foundation,403646,0.42,0.16,0.13,0.14,0.18,0.08,0.18
Personal Care,Africa,Body,Kaybeauty,Lipstick,172808,0.29,-0.04,0.12,-0.06,-0.02,0.06999999999999999,0.16999999999999998
Beauty,Africa,Skincare,L'Oreal,Hair Spray,99976,0.34,-0.03,0.14,-0.05,-0.009999999999999998,0.09000000000000001,0.19
Beauty,South America,Skincare,MAC,Shampoo,350546,0.45,-0.04,0.1,-0.06,-0.02,0.05,0.15000000000000002
Personal Care,Europe,Makeup,Kaybeauty,Hair Spray,207636,0.4,0.1,0.27,0.08,0.12000000000000001,0.22000000000000003,0.32
Beauty,North America,Fragrance,Kaybeauty,Hair Spray,442573,0.23,0.2,0.15,0.18000000000000002,0.22,0.09999999999999999,0.2
Personal Care,Africa,Skincare,MAC,Toner,322158,0.4,-0.04,0.12,-0.06,-0.02,0.06999999999999999,0.16999999999999998
Personal Care,North America,Hair,Kaybeauty,Body Lotion,290341,0.21,0.1,0.12,0.08,0.12000000000000001,0.06999999999999999,0.16999999999999998
Beauty,Europe,Skincare,MAC,Perfume,446016,0.31,0.08,0.14,0.06,0.1,0.09000000000000001,0.19
Beauty,South America,Fragrance,L'Oreal,Mascara,403262,0.38,0.13,0.27,0.11,0.15,0.22000000000000003,0.32
Beauty,South America,Fragrance,MAC,Hair Spray,71644,0.19,0.12,0.09,0.09999999999999999,0.13999999999999999,0.039999999999999994,0.14
Beauty,North America,Makeup,Kaybeauty,Toner,234384,0.22,0.07,0.18,0.05,0.09000000000000001,0.13,0.22999999999999998
Personal Care,North America,Fragrance,Kaybeauty,Shampoo,331063,0.42,0.1,0.26,0.08,0.12000000000000001,0.21000000000000002,0.31
Luxury,Asia,Fragrance,MAC,Foundation,120533,0.32,0.19,0.06,0.17,0.21,0.009999999999999995,0.11
Beauty,Africa,Fragrance,L'Oreal,Bronzer,292188,0.48,0.13,0.29,0.11,0.15,0.24,0.33999999999999997
Luxury,Europe,Body,MAC,Shampoo,171950,0.22,0.02,0.27,0.0,0.04,0.22000000000000003,0.32
Luxury,North America,Skincare,Kaybeauty,Bronzer,439570,0.44,0.2,0.21,0.18000000000000002,0.22,0.15999999999999998,0.26
Beauty,North America,Makeup,L'Oreal,Conditioner,109722,0.18,0.05,0.28,0.030000000000000002,0.07,0.23000000000000004,0.33
Beauty,North America,Makeup,L'Oreal,Conditioner,313031,0.41,0.02,0.16,0.0,0.04,0.11,0.21000000000000002
Luxury,Africa,Fragrance,L'Oreal,Toner,96220,0.41,0.13,0.08,0.11,0.15,0.03,0.13
Luxury,Europe,Skincare,MAC,Bronzer,367777,0.48,0.18,0.05,0.16,0.19999999999999998,0.0,0.1
Personal Care,Africa,Body,MAC,Lipstick,460117,0.32,0.19,0.19,0.17,0.21,0.14,0.24
Personal Care,South America,Makeup,MAC,Mascara,430634,0.31,-0.03,0.2,-0.05,-0.009999999999999998,0.15000000000000002,0.25
Personal Care,North America,Fragrance,L'Oreal,Bronzer,126361,0.38,-0.01,0.2,-0.03,0.01,0.15000000000000002,0.25
Luxury,Africa,Makeup,Kaybeauty,Hair Spray,161541,0.38,0.06,0.07,0.039999999999999994,0.08,0.020000000000000004,0.12000000000000001
Personal Care,Africa,Body,L'Oreal,Foundation,440277,0.2,0.12,0.23,0.09999999999999999,0.13999999999999999,0.18,0.28
Personal Care,North America,Fragrance,Kaybeauty,Lipstick,79084,0.17,-0.02,0.16,-0.04,0.0,0.11,0.21000000000000002
Beauty,Europe,Fragrance,MAC,Bronzer,313957,0.35,0.04,0.06,0.02,0.06,0.009999999999999995,0.11
Beauty,North America,Skincare,Kaybeauty,Mascara,303091,0.48,0.01,0.23,-0.01,0.03,0.18,0.28
Personal Care,South America,Hair,L'Oreal,Lipstick,166506,0.27,-0.03,0.24,-0.05,-0.009999999999999998,0.19,0.29
Luxury,North America,Makeup,Kaybeauty,Shampoo,381356,0.31,0.06,0.3,0.039999999999999994,0.08,0.25,0.35
Beauty,Europe,Hair,MAC,Body Lotion,316161,0.39,-0.03,0.1,-0.05,-0.009999999999999998,0.05,0.15000000000000002
Luxury,Asia,Hair,MAC,Conditioner,55039,0.46,0.04,0.16,0.02,0.06,0.11,0.21000000000000002
